account_id,user_id,ts,event_name,plan,country,channel,device,seats,revenue
50021,800094,2026-01-04 14:26:22,login,trial,CA,sales_outbound,web,7,0.0
50386,801895,2026-01-06 10:59:06,report_viewed,trial,FR,paid_search,web,16,0.0
50473,802320,2026-01-08 16:20:23,login,trial,US,partner,web,20,0.0
50507,802473,2025-12-25 11:14:56,login,pro,CA,sales_outbound,web,4,0.00
50675,803307,2026-01-14 11:47:43,login,pro,GB,organic,web,8,0.0
51002,804891,2025-12-29 11:31:00,account_created,trial,DE,paid_search,web,11,0.0
50812,803963,2025-12-21 15:40:35,login,trial,US,partner,web,14,0.0
50413,802013,2025-12-30 12:02:00,integration_connected,trial,FR,organic,web,6,0.0
50875,804278,2026-02-05 12:10:00,invite_sent,trial,FR,organic,web,13,0.0
50165,800798,2026-02-11 12:54:03,export_csv,trial,IT,partner,web,18,0.0
50930,804537,2026-02-10 12:14:22,login,starter,US,partner,web,5,0.0
50211,801033,2026-02-15 12:16:03,login,starter,US,partner,web,8,0.0
50328,801610,2026-01-16 11:35:28,report_viewed,trial,GB,organic,web,20,0.0
51179,805761,2026-02-16 18:53:47,login,trial,US,organic,web,4,0.0
51097,805361,2025-12-25 11:46:54,login,starter,GB,organic,web,13,0.0
50516,802522,2026-01-28 12:54:06,report_viewed,trial,US,partner,web,8,0.0
50209,801020,2026-01-13 16:07:37,login,trial,SE,organic,web,17,0.0
51112,805438,2026-01-30 11:09:40,export_csv,trial,US,organic,web,7,0.0
50302,801464,2026-02-12 19:01:00,integration_connected,trial,SE,sales_outbound,web,10,0.0
51133,805536,2025-12-29 15:26:32,login,pro,GB,organic,web,21,0.0
50365,801799,2025-12-06 12:46:26,login,enterprise,AU,sales_outbound,web,21,0.0
50077,800364,2026-01-04 17:00:09,login,trial,AU,paid_search,web,10,0.0
50776,803778,2026-01-23 09:45:10,report_viewed,trial,NL,webinar,web,5,0.0
50603,802949,2026-02-08 20:37:00,invite_sent,trial,GB,paid_search,web,16,0.0
50449,802197,2026-02-05 15:31:28,login,starter,US,webinar,web,9,0.0
51082,805294,2025-12-04 21:28:00,integration_connected,trial,DE,partner,web,11,0.0
50827,804043,2025-12-23 11:34:44,login,enterprise,,paid_search,web,64,0.00
50273,801338,2025-12-10 16:23:24,report_viewed,pro,DE,sales_outbound,web,29,0.0
50536,802609,2026-01-31 19:42:00,project_created,trial,US,organic,web,12,0.0
50489,802404,2025-12-01 10:11:00,trial_start,trial,US,organic,web,3,
50653,803189,2026-02-08 09:30:22,login,trial,US,paid_search,web,13,0.0
50236,801166,2025-12-29 22:52:00,invite_sent,trial,ES,sales_outbound,web,15,0.00
50980,804784,2025-12-17 17:18:00,invite_sent,starter,DE,sales_outbound,web,10,0.0
50034,800157,2025-12-11 18:40:23,login,pro,US,organic,web,5,0.0
50772,803756,2026-01-17 15:42:30,login,trial,US,organic,web,19,0.0
51159,805665,2025-12-27 14:57:33,login,trial,AU,organic,web,13,0.0
51020,804987,2026-01-11 11:35:16,login,trial,FR,organic,web,3,0.0
50089,800413,2026-01-20 10:33:00,upgrade_to_paid,enterprise,DE,partner,web,43,999.0
50465,802284,2026-02-05 11:38:50,report_viewed,pro,FR,paid_search,web,9,0.0
50828,804050,2026-02-05 17:40:58,login,trial,SE,sales_outbound,web,9,
50103,800485,2026-01-23 13:34:44,login,trial,IT,partner,web,4,0.0
50538,802618,2026-02-10 09:35:05,login,trial,US,partner,web,11,0.0
50317,801547,2026-01-29 14:31:50,login,trial,CA,sales_outbound,web,10,0.0
50403,801972,2026-01-03 09:12:00,integration_connected,trial,US,organic,web,15,0.0
50816,803985,2026-01-08 12:05:44,login,trial,US,paid_search,web,8,0.0
50742,803608,2026-01-28 11:34:27,export_csv,pro,IT,partner,web,19,0.0
51086,805311,2026-02-11 18:12:27,login,pro,DE,organic,web,6,0.00
50866,804221,2026-02-14 15:18:31,report_viewed,trial,SE,organic,web,6,0.00
50591,802886,2026-02-12 01:22:00,invite_sent,starter,NL,paid_search,web,9,0.0
50899,804385,2026-01-23 17:53:00,account_created,trial,FR,organic,web,4,
50643,803137,2026-02-11 13:03:36,report_viewed,trial,DE,organic,web,9,0.0
50072,800339,2025-12-05 13:01:00,invite_sent,starter,ES,paid_search,web,12,0.0
50710,803454,2026-02-11 12:53:20,  export_csv,trial,SE,organic,web,10,0.0
50952,804642,2026-01-19 17:15:42,report_viewed,trial,AU,paid_search,web,10,0.0
50399,801954,2025-12-26 17:54:51,login,trial,US,organic,web,11,0.0
51082,805295,2025-12-29 12:13:40,login,trial,DE,partner,web,11,0.00
50306,801488,2026-02-11 15:58:55,report_viewed,trial,US,sales_outbound,web,16,0.0
50295,801433,2026-01-14 17:25:00,integration_connected,pro,US,organic,web,15,0.0
50750,803654,2026-01-09 09:06:29,report_viewed,trial,NL,organic,web,17,0.0
50972,804756,2026-02-13 08:59:06,report_viewed,trial,GB,paid_search,web,16,0.0
50371,801823,2026-01-02 20:53:00,invite_sent,pro,US,webinar,web,5,0.0
50474,802327,2026-02-10 12:26:52,report_viewed,enterprise,US,organic,web,70,0.0
50417,802037,2025-12-19 12:57:44,REPORT_VIEWED,pro,US,sales_outbound,web,16,0.0
50133,800649,2026-02-02 17:49:27,export_csv,trial,GB,paid_search,web,7,0.00
50630,803082,2026-02-14 14:32:00,invite_sent,trial,IT,organic,web,13,0.0
50783,803815,2025-12-25 14:33:12,login  ,trial,US,organic,web,6,0.00
50694,803384,2026-01-23 13:28:34,login,trial,US,organic,web,7,0.0
50306,801487,2026-01-02 15:13:02,login,trial,US,sales_outbound,web,16,0.0
50385,801891,2025-12-09 13:43:04,login,trial,US,partner,web,18,0.00
50583,802842,2025-12-31 15:46:36,login,starter,GB,sales_outbound,web,13,0.0
50568,802769,2025-12-28 17:43:55,login,starter,US,sales_outbound,web,10,0.0
50402,801963,2026-01-21 18:00:00,invite_sent,trial,DE,organic,web,19,0.0
50592,802893,2026-02-04 14:30:00,project_created,trial,FR,organic,web,17,0.0
51057,805164,2026-01-25 08:58:09,login,trial,CA,sales_outbound,web,18,0.0
51138,805558,2026-01-11 12:55:50,login,starter,NL,sales_outbound,web,15,0.0
50933,804550,2025-12-14 14:54:31,login,enterprise,AU,paid_search,web,32,0.0
50256,801260,2025-11-29 14:16:00,invite_sent,trial,CA,organic,web,12,0.0
50824,804028,2026-01-29 11:25:56,report_viewed,starter,US,sales_outbound,web,7,0.0
50933,804551,2026-02-01 09:32:28,login,enterprise,AU,paid_search,web,32,0.0
50554,802693,2026-02-07 16:22:31,login,trial,AU,sales_outbound,web,17,0.0
50558,802719,2026-02-17 15:55:33,login,,GB,webinar,web,16,0.0
50468,802291,2026-02-15 18:26:39,login,pro,US,organic,web,37,0.0
50772,803757,2026-01-22 12:46:14,report_viewed,trial,US,organic,web,19,0.0
50831,804062,2026-01-18 17:50:00,upgrade_to_paid,pro,CA,paid_search,web,6,299.0
50022,800100,2026-01-24 16:50:15,export_csv,trial,SE,paid_search,web,6,0.0
50846,804129,2025-12-05 14:13:46,login,trial,GB,webinar,web,19,0.0
50034,800157,2026-01-25 14:22:06,login,pro,US,organic,web,5,0.0
50233,801151,2026-01-24 11:33:00,account_created,trial,NL,organic,web,10,0.0
50435,802122,2026-01-27 08:23:04,login,trial,US,sales_outbound,web,5,0.0
50222,801094,2026-02-16 19:37:00,invite_sent,trial,DE,paid_search,web,12,0.0
50552,802685,2026-02-07 17:13:00,invite_sent,pro,US,sales_outbound,web,8,0.0
50187,800916,2025-12-21 17:47:43,report_viewed,starter,GB,partner,web,18,0.0
51057,805164,2026-01-22 15:02:00,invite_sent,trial,CA,sales_outbound,web,18,0.00
50571,802782,2026-02-05 18:57:52,report_viewed,starter,US,webinar,web,13,0.0
50900,804392,2026-02-10 13:43:03,login,pro,NL,webinar,web,21,0.0
50522,802552,2025-12-11 10:15:50,login,trial,NL,organic,web,13,0.0
50928,804528,2026-01-27 09:22:42,export_csv,trial,NL,organic,web,10,0.0
50999,804877,2026-02-19 17:31:22,login,trial,US,webinar,web,16,0.0
51020,804988,2026-01-09 18:36:08,report_viewed,trial,FR,organic,web,3,0.0
50213,801045,2026-02-12 11:38:00,upgrade_to_paid,starter,US,organic,web,7,99.0
50720,803509,2025-12-04 09:07:18,login,trial,CA,paid_search,web,15,0.0
51049,805124,2026-01-10 14:15:47,LOGIN,trial,IT,organic,web,18,0.0
50916,804478,2025-12-07 13:20:14,report_viewed,trial,IT,webinar,web,10,0.0
50347,801711,2026-01-06 11:46:19,login,starter,NL,sales_outbound,web,6,
50609,802985,2026-01-12 00:36:00,invite_sent,trial,DE,paid_search,web,14,0.0
50048,800224,2026-01-21 17:40:00,account_created,trial,DE,sales_outbound,web,4,0.0
50277,801352,2026-01-03 10:01:13,login,starter,DE,paid_search,web,6,0.0
51188,805803,2026-01-01 10:56:20,export_csv,starter,CA,partner,web,20,0.0
50619,803034,2026-01-24 22:23:00, invite_sent ,starter,GB,partner,web,10,0.00
50156,800759,2025-12-14 15:28:02,export_csv,starter,US,organic,web,13,0.0
50971,804752,2026-01-24 08:23:35,Login,trial,GB,partner,web,17,0.0
50242,801198,2025-12-15 15:07:22,login,trial,FR,organic,web,4,0.0
51094,805349,2025-12-27 16:46:23,login,trial,US,organic,web,7,0.0
50675,803308,2026-01-19 11:21:24,login,pro,GB,organic,web,8,0.0
50485,802381,2026-01-23 18:54:57,report_viewed,trial,AU,organic,web,14,0.0
50261,801289,2026-02-05 08:39:09,login,pro,CA,organic,web,5,0.0
51062,805200,2025-12-15 09:18:42,login,trial,IT,partner,web,20,0.00
50564,802750,2026-01-13 17:42:19,report_viewed,pro,FR,organic,web,4,0.0
50520,802536,2026-01-03 18:25:00,project_created,trial,NL,paid_search,web,20,0.0
50645,803151,2026-01-13 13:12:02,login,starter,GB,organic,web,13,0.0
50449,802199,2026-01-26 14:46:08, report_viewed ,starter,US,webinar,web,9,0.0
50810,803950,2026-01-27 10:10:34,report_viewed,trial,AU,webinar,web,13,0.0
50976,804774,2026-01-30 16:52:57,login,trial,US,organic,web,17,0.00
50882,804300,2026-02-10 20:38:00,invite_sent,,US,partner,web,15,0.00
51006,804914,2026-01-18 18:07:47,login,starter,US,organic,web,16,0.0
50589,802878,2026-01-03 12:23:19,export_csv,trial,US,partner,web,8,0.0
50773,803759,2026-01-14 06:19:00,invite_sent,starter,DE,webinar,web,17,0.0
50815,803978,2026-01-15 09:52:00,account_created,trial,US,organic,web,14,0.0
50019,800085,2026-02-03 12:20:02,report_viewed,trial,CA,partner,web,20,0.0
50560,802724,2026-01-18 11:35:09,report_viewed,trial,CA,webinar,web,8,0.0
50606,802968,2026-01-07 15:17:00,upgrade_to_paid,starter,IT,partner,web,14,99.0
50913,804458,2026-01-16 12:17:00,invite_sent,pro,AU,organic,web,7,0.0
50718,803499,2026-02-12 08:47:25,report_viewed,trial,AU,partner,web,8,0.0
51031,805038,2026-01-22 14:30:01,login,trial,SE,paid_search,web,17,0.0
50186,800909,2026-01-22 16:52:42,login,trial,NL,paid_search,web,9,0.0
50972,804753,2025-12-26 16:33:58,login,trial,GB,paid_search,web,16,0.0
50124,800606,2026-01-11 17:37:52,login,trial,ES,paid_search,web,13,0.0
50173,800843,2025-12-19 08:04:52,login,trial,ES,paid_search,web,6,0.0
50548,802665,2025-12-23 11:28:21,login,starter,US,sales_outbound,web,7,0.0
50000,800003,2026-01-22 17:05:39,report_viewed,trial,CA,paid_search,web,8,0.0
50982,804794,2026-01-12 16:30:25,LOGIN,trial,US,webinar,web,15,0.00
51180,805763,2026-02-18 12:26:06,login,trial,NL,partner,web,9,0.0
51188,805807,2026-01-02 16:25:57,report_viewed,starter,CA,partner,web,20,0.0
50788,803842,2025-12-05 17:01:58,login,,FR,organic,web,74,0.0
51065,805215,2026-01-29 01:42:00,invite_sent,starter,US,paid_search,web,7,0.0
50585,802861,2025-12-31 09:54:25,login,trial,NL,organic,web,17,0.0
50470,802303,2025-12-17 13:23:00,project_created,trial,FR,sales_outbound,web,13,0.0
50340,801679,2026-01-25 18:47:58,login,starter,US,partner,web,6,0.0
50854,804155,2026-02-06 11:17:17,report_viewed,trial,NL,webinar,web,9,0.0
50624,803059,2026-01-31 16:53:22,login,trial,GB,webinar,web,18,0.0
50271,801331,2026-02-10 10:40:39,export_csv,starter,GB,sales_outbound,web,16,0.00
51199,805867,2025-12-26 16:21:02,report_viewed,trial,SE,organic,web,9,
50715,803487,2026-01-16 12:08:39,login,trial,NL,paid_search,web,8,0.0
51083,805299,2026-01-11 02:35:00,integration_connected,trial,ES,paid_search,web,6,0.0
50920,804493,2026-01-25 09:05:30,report_viewed,starter,US,partner,web,13,0.00
51067,805223,2026-01-11 12:47:24,login,trial,US,organic,web,3,0.00
51053,805140,2025-12-28 14:57:05,login,starter,US,partner,web,5,0.0
50768,803737,2026-02-15 08:17:00,account_created,pro,AU,organic,web,13,0.0
50747,803632,2026-02-10 15:12:47,login,starter,US,sales_outbound,web,10,0.0
50212,801038,2026-01-13 13:47:44,report_viewed,trial,US,partner,web,9,0.0
50560,802724,2026-01-25 14:20:08,login,trial,CA,webinar,web,8,0.0
50031,800136,2026-02-12 16:54:33,login,starter,ES,paid_search,web,7,0.0
50058,800279,2026-01-07 10:58:55,LOGIN,trial,US,sales_outbound,web,7,0.0
50743,803614,2026-01-08 19:01:02,report_viewed,pro,FR,partner,web,20,0.0
50780,803799,2026-01-16 13:02:00,account_created,,SE,sales_outbound,web,18,0.00
50580,802825,2026-02-03 11:12:57,export_csv,trial,US,sales_outbound,web,6,0.0
51193,805837,2026-01-14 16:48:02,login,starter,ES,partner,web,14,0.00
50743,803612,2026-02-03 13:06:00,  invoice_paid,pro,FR,partner,web,20,299.0
50641,803131,2026-02-14 14:51:47,export_csv,trial,CA,sales_outbound,web,8,0.0
50304,801479,2026-01-28 14:01:48,login,trial,US,paid_search,web,11,0.00
50212,801037,2026-01-13 08:36:14,report_viewed,trial,,partner,web,9,0.0
50742,803608,2026-01-20 13:29:00,trial_start,trial,IT,partner,web,19,0.0
50124,800609,2026-01-09 09:24:42,login,trial,ES,paid_search,web,13,0.0
50635,803104,2025-12-05 12:40:00,project_created,trial,,organic,web,6,0.0
50980,804785,2025-12-20 16:27:25,report_viewed,starter,DE,sales_outbound,web,10,0.0
50824,804031,2025-12-28 17:46:43,export_csv,starter,US,sales_outbound,web,7,0.0
50720,803509,2025-12-13 10:58:22,login,trial,CA,paid_search,web,15,0.0
50007,800030,2026-02-19 18:47:01,login,trial,FR,paid_search,web,4,0.0
50625,803064,2025-12-20 17:06:00,invite_sent,starter,FR,webinar,web,16,0.00
50584,802847,2026-02-07 16:54:20,report_viewed,trial,DE,webinar,web,3,0.0
50865,804211,2026-02-15 16:39:14,login,pro,US,organic,web,17,0.0
51080,805288,2026-01-13 11:38:03,login,trial,DE,organic,web,6,0.0
50128,800631,2026-01-27 08:53:03,report_viewed,trial,,sales_outbound,web,18,0.0
50186,800912,2026-01-06 18:04:36,login,trial,NL,paid_search,web,9,0.0
50129,800632,2026-02-23 10:01:00,invite_sent,,US,organic,web,13,0.0
50718,803503,2026-01-28 15:35:30,login,,AU,partner,web,8,0.0
50862,804194,2026-01-02 23:08:00, invite_sent ,trial,FR,sales_outbound,web,19,0.0
50729,803549,2026-01-23 12:47:43,login,starter,US,partner,web,7,0.0
50485,802382,2026-01-24 13:16:48,login,trial,AU,organic,web,14,0.00
50340,801681,2026-01-28 15:07:02,login,starter,US,partner,web,6,0.0
51004,804907,2025-12-28 15:33:58,login,trial,SE,organic,web,16,0.0
50322,801580,2025-12-20 23:30:00,invite_sent,trial,GB,paid_search,web,3,0.0
50317,801553,2026-02-03 09:09:33,report_viewed,,CA,sales_outbound,web,10,0.0
50279,801361,2026-01-04 09:05:05,report_viewed,trial,IT,sales_outbound,web,5,0.0
50883,804303,2025-12-28 16:12:02,login,starter,DE,sales_outbound,web,3,0.0
51112,805433,2026-02-08 14:53:00,invite_sent,trial,US,organic,web,7,0.0
50037,800168,2026-01-21 15:44:25,login,trial,GB,sales_outbound,web,8,0.0
50968,804736,2026-02-01 17:50:07,login,starter,SE,partner,web,19,0.0
50387,801900,2026-01-04 12:51:10,login,starter,,partner,web,3,0.0
50796,803876,2025-12-23 16:17:00,account_created,starter,US,organic,web,13,0.0
50035,800163,2026-02-15 18:27:10,report_viewed,trial,US,sales_outbound,web,17,0.0
50297,801444,2026-01-26 15:35:55,report_viewed,trial,FR,webinar,web,7,0.0
51139,805562,2025-12-03 08:27:33,login,trial,FR,sales_outbound,web,20,0.0
50434,802116,2026-01-24 17:43:00,trial_start,trial,GB,paid_search,web,17,0.0
50027,800119,2026-02-04 13:41:48,report_viewed,pro,SE,partner,web,9,0.0
50277,801352,2026-01-21 16:18:00,invoice_paid,starter,DE,paid_search,web,6,99.0
50885,804318,2026-02-03 15:48:17,login,starter,US,partner,web,14,0.0
50193,800942,2026-01-13 09:56:00,account_created,trial,FR,sales_outbound,web,16,0.0
50216,801061,2026-01-21 14:15:00,account_created,starter,FR,organic,web,6,0.0
50031,800135,2025-12-04 04:21:00,invite_sent,starter,ES,paid_search,web,7,0.0
50102,800480,2025-12-18 11:14:48,login,starter,DE,organic,web,18,0.0
50779,803795,2026-01-28 18:48:49,login,starter,SE,sales_outbound,web,18,0.0
50462,802267,2026-01-07 12:24:31,login,trial,US,paid_search,web,19,0.0
51048,805118,2026-01-01 19:09:05,report_viewed,trial,US,paid_search,web,19,0.0
50818,803997,2026-01-26 15:28:27,login,trial,GB,partner,web,10,0.0
50423,802064,2025-12-10 14:16:00,invite_sent,trial,ES,organic,web,8,0.0
51155,805643,2026-02-11 08:31:13,login,trial,NL,sales_outbound,web,8,0.00
50954,804655,2025-12-15 14:11:00,trial_start,trial,ES,organic,web,20,0.0
50199,800981,2026-01-24 15:13:00,invite_sent,trial,GB,organic,web,14,0.0
51004,804907,2025-12-15 18:54:51,report_viewed,trial,SE,organic,web,16,0.0
51193,805837,2026-01-01 10:35:00,account_created  ,starter,ES,partner,web,14,
50515,802515,2026-02-03 15:40:00,invite_sent,pro,SE,paid_search,web,12,0.0
51067,805223,2026-02-12 13:21:55,login,trial,US,organic,web,3,0.0
51087,805320,2025-12-04 05:33:00,invite_sent,trial,DE,partner,web,6,0.0
51086,805311,2026-01-23 12:25:10,report_viewed,pro,DE,organic,web,6,0.00
50501,802448,2026-01-26 12:28:00,trial_start,trial,NL,paid_search,web,3,
50753,803672,2025-12-18 18:15:17,export_csv,trial,CA,webinar,web,11,0.0
50139,800671,2025-12-13 18:22:58,login,trial,US,partner,web,11,0.0
51155,805645,2026-01-28 08:05:14,login,trial,NL,sales_outbound,web,8,0.0
50767,803733,2026-02-14 10:41:42,login,trial,US,partner,web,9,0.0
50183,800896,2026-02-13 00:18:00,project_created,trial,FR,paid_search,web,12,0.0
50962,804698,2026-01-04 17:38:00,invite_sent,trial,US,partner,web,6,0.0
50348,801713,2025-11-30 10:33:00,login,starter,FR,organic,web,20,0.0
50732,803561,2026-01-09 02:01:00,invite_sent,trial,US,paid_search,web,15,0.0
50830,804057,2026-01-30 16:30:35,export_csv,enterprise,CA,sales_outbound,web,38,0.0
50467,802288,2026-01-04 11:44:17,login,trial,US,sales_outbound,web,14,0.0
50515,802515,2026-02-16 18:44:46,login,pro,SE,paid_search,web,32,0.0
50057,800269,2026-01-16 08:34:04,export_csv,starter,IT,sales_outbound,web,13,0.0
50758,803696,2026-02-04 16:47:43,report_viewed,trial,ES,organic,web,8,0.0
50090,800420,2026-01-26 08:04:00,account_created,starter,FR,partner,web,13,0.0
50654,803191,2025-12-28 19:43:00,project_created,trial,CA,sales_outbound,web,19,0.0
50013,800062,2026-02-13 09:55:46,login,trial,DE,organic,web,3,0.0
51178,805759,2026-02-15 11:02:20,export_csv,trial,NL,webinar,web,6,0.0
50735,803576,2026-01-09 10:57:44,export_csv,enterprise,US,sales_outbound,web,52,0.0
50854,804156,2026-02-05 09:40:37,login,trial,NL,webinar,web,9,0.0
50883,804304,2026-01-08 17:03:50,report_viewed,starter,DE,sales_outbound,web,3,0.00
51168,805707,2025-12-08 20:26:00,invite_sent,trial,CA,organic,web,18,0.0
50438,802132,2026-01-02 15:56:50,export_csv,starter,IT,organic,web,17,0.0
50186,800906,2026-01-24 08:43:21,login,trial,NL,paid_search,web,9,0.0
50738,803592,2025-12-30 18:48:54,report_viewed,trial,US,paid_search,web,16,0.0
50194,800946,not_a_timestamp, invite_sent ,trial,CA,paid_search,web,9,0.0
50238,801176,2026-01-03 13:44:12,report_viewed,trial,US,sales_outbound,web,16,0.0
50718,803501,2026-01-27 09:28:44,login,trial,AU,partner,web,8,0.00
50606,802971,2025-12-31 11:47:08,login,starter,IT,partner,web,14,0.0
50571,802780,2026-01-14 13:06:06,login,starter,US,webinar,web,13,0.0
50903,804408,2026-02-08 18:41:08,report_viewed,trial,US,organic,web,8,0.0
51009,804928,2026-02-08 09:15:12,report_viewed,trial,US,paid_search,web,17,0.0
51086,805312,2026-01-16 13:22:00,trial_start,trial,DE,organic,web,6,0.0
50172,800838,2026-01-02 09:54:00,invite_sent,trial,NL,organic,web,11,0.0
50426,802079,2025-12-16 13:34:08,report_viewed,trial,GB,organic,web,13,0.0
51094,805349,2026-01-12 18:28:24,login,trial,US,organic,web,7,0.0
50404,801980,2026-01-08 17:02:37,export_csv,trial,SE,paid_search,web,5,0.0
50786,803830,2026-01-13 12:42:00,account_created,starter,US,partner,web,12,0.0
50156,800754,2025-12-01 13:27:30,login,starter,US,organic,web,13,0.0
50440,802143,2026-01-17 14:28:15,report_viewed,trial,US,organic,web,6,0.0
50446,802184,2025-12-27 13:31:17,EXPORT_CSV,trial,NL,organic,web,19,0.0
50736,803581,2025-12-10 17:08:26,login,trial,DE,partner,web,6,0.00
50392,801923,2026-02-09 11:25:04,report_viewed,pro,NL,webinar,web,21,0.0
50151,800734,2026-01-30 12:30:26,export_csv,trial,US,organic,web,20,0.0
50016,800073,2026-02-11 12:18:46,report_viewed,trial,FR,organic,web,9,0.0
50397,801942,2026-02-11 17:32:33,report_viewed,trial,US,organic,web,17,0.0
50036,800164,2026-01-14 14:24:02,login,trial,SE,organic,web,11,0.0
50414,802019,2026-01-26 16:19:39,login,trial,FR,sales_outbound,web,6,0.00
50944,804609,2026-01-15 12:43:43,login,trial,NL,organic,web,7,0.0
50907,804426,2026-01-29 17:34:49,report_viewed,starter,US,partner,web,3,0.0
50751,803659,2026-01-22 10:34:53,report_viewed,trial,DE,organic,web,18,0.0
51148,805607,2025-12-13 15:44:00,trial_start,trial,US,sales_outbound,web,11,0.0
50964,804709,2026-01-28 17:07:00,invoice_paid,pro,AU,sales_outbound,web,14,299.0
50309,801507,2026-02-04 15:30:08,login,trial,DE,organic,web,19,0.0
50896,804375,2025-12-30 08:51:05,login,trial,ES,paid_search,web,19,0.0
50155,800752,2025-12-04 02:49:00,invite_sent,trial,US,sales_outbound,web,19,0.0
50861,804189,2026-01-01 03:20:00,invite_sent,trial,GB,partner,web,12,0.0
50889,804336,2026-02-13 09:40:22,report_viewed,trial,GB,organic,web,14,0.0
50874,804267,2025-12-31 14:02:44,  login,enterprise,DE,partner,web,32,0.0
50623,803053,2025-12-30 09:04:30,login,trial,US,paid_search,web,10,0.0
50866,804219,2026-01-19 19:24:09,export_csv,trial,SE,organic,web,6,0.0
50823,804025,2025-12-01 13:25:24,login,trial,DE,sales_outbound,web,13,0.0
50796,803882,2026-01-26 13:12:19,Export_Csv,starter,US,organic,web,13,0.0
50521,802545,2026-01-31 10:37:04,login,starter,CA,paid_search,web,4,0.0
50293,801421,2026-01-22 16:21:00,invoice_paid,starter,DE,organic,web,4,99.00
51053,805143,2025-12-25 09:53:30,export_csv,starter,US,partner,web,5,0.0
50942,804599,2025-12-05 16:58:57,report_viewed,trial,CA,partner,web,4,0.0
50297,801446,2026-01-25 14:06:18,report_viewed,trial,FR,webinar,web,7,0.0
50173,800846,2025-12-24 16:25:00,report_viewed,trial,ES,paid_search,web,6,0.0
50056,800267,2026-02-02 08:37:40,login,trial,US,organic,web,4,0.0
50825,804038,2026-01-21 08:25:15,login,starter,CA,partner,web,20,0.0
50922,804501,2026-02-04 18:50:46,report_viewed,trial,ES,sales_outbound,web,5,0.0
50718,803500,2026-01-26 18:28:43,login,trial,AU,partner,web,8,0.0
50735,803576,2026-01-17 16:46:43,login,enterprise,US,sales_outbound,web,52,0.0
50065,800302,2026-01-09 14:14:50,login,trial,AU,partner,web,6,0.00
50675,803304,2026-01-22 11:35:00,upgrade_to_paid,pro,GB,organic,web,8,299.00
50562,802738,2026-01-23 09:00:30,login,trial,US,organic,web,3,0.00
51164,805690,2026-02-02 17:52:28,report_viewed,starter,CA,organic,web,19,0.0
50222,801098,2026-02-19 12:41:45,login,trial,DE,paid_search,web,12,0.0
50544,802647,2026-02-19 11:37:26,report_viewed,trial,US,partner,web,7,0.0
50843,804110,2025-12-28 09:51:28,export_csv,trial,US,organic,web,9,0.0
50884,804312,2025-12-26 13:46:38,login,trial,FR,webinar,web,7,0.0
50583,802841,2026-01-08 11:27:50,report_viewed,starter,GB,sales_outbound,web,13,0.0
50194,800948,2026-01-14 14:22:36,login,trial,CA,paid_search,web,9,0.0
50831,804061,2026-01-06 16:34:42,login,pro,CA,paid_search,web,6,0.0
50998,804870,2026-02-05 12:37:19,report_viewed,trial,US,organic,web,19,0.0
50341,801683,not_a_timestamp,export_csv,pro,DE,organic,web,8,0.0
50909,804441,2026-02-21 13:30:53,report_viewed,starter,US,organic,web,18,0.0
